0, 0
68, 2
93, 3
121, 4
140, 5
163, 6
179, 7
198, 8
213, 9
230, 10
243, 11
259, 12
271, 13
286, 14
298, 15
312, 16
322, 17
337, 18
348, 19
361, 20
372, 21
385, 22
396, 23
408, 24
419, 25
432, 26
442, 27
454, 28
465, 29
476, 30
486, 31
499, 32
508, 33
520, 34
529, 35
542, 36
551, 37
562, 38
572, 39
584, 40
593, 41
605, 42
614, 43
627, 44
636, 45
648, 46
657, 47
668, 48
678, 49
690, 50
699, 51
712, 52
721, 53
732, 54
741, 55
752, 56
762, 57
774, 58
783, 59
794, 60
804, 61
815, 62
824, 63
836, 64
846, 65
857, 66
866, 67
877, 68
887, 69
898, 70
906, 71
918, 72
928, 73
939, 74
948, 75
958, 76
968, 77
979, 78
988, 79
999, 80
1007, 81
1019, 82
1028, 83
1039, 84
1048, 85
1060, 86
1069, 87
1080, 88
1089, 89
1101, 90
1110, 91
1121, 92
1129, 93
1142, 94
1150, 95
1161, 96
1170, 97
1182, 98
1191, 99
1202, 100
1210, 101
1222, 102
1232, 103
1243, 104
1253, 105
1267, 106
1278, 107
1292, 108
1303, 109
1319, 110
1331, 111
1347, 112
1363, 113
1382, 114
1399, 115
1421, 116
1441, 117
1469, 118
1495, 119
1537, 120
1586, 121
