0, 0
46, 1
66, 2
88, 3
102, 4
120, 5
131, 6
145, 7
156, 8
170, 9
180, 10
193, 11
203, 12
215, 13
224, 14
236, 15
246, 16
257, 17
266, 18
277, 19
286, 20
297, 21
306, 22
316, 23
325, 24
337, 25
345, 26
355, 27
364, 28
375, 29
383, 30
393, 31
402, 32
412, 33
421, 34
431, 35
439, 36
449, 37
459, 38
469, 39
477, 40
487, 41
495, 42
507, 43
515, 44
525, 45
534, 46
545, 47
553, 48
562, 49
571, 50
581, 51
590, 52
600, 53
608, 54
618, 55
627, 56
637, 57
645, 58
655, 59
663, 60
674, 61
682, 62
691, 63
700, 64
710, 65
719, 66
728, 67
736, 68
746, 69
755, 70
765, 71
773, 72
782, 73
790, 74
801, 75
809, 76
819, 77
827, 78
837, 79
846, 80
856, 81
864, 82
874, 83
884, 84
894, 85
902, 86
912, 87
920, 88
931, 89
939, 90
949, 91
956, 92
966, 93
975, 94
985, 95
993, 96
1003, 97
1012, 98
1022, 99
1030, 100
1039, 101
1047, 102
1058, 103
1067, 104
1078, 105
1087, 106
1101, 107
1111, 108
1125, 109
1136, 110
1153, 111
1166, 112
1185, 113
1201, 114
1225, 115
1246, 116
1281, 117
1321, 118
